id,text
586,he followed through the rest of the proceedings as aidan and emma pledged to raise noah in the faith .
587,then it came time for him and megan to agree to stand by noah as godparents .
588,the priest took a fussing noah from emma 's arms .
589,"when the first trickles of water hit the base of noah 's head , he cooed and kicked his arms and legs ."
590,emma appeared relieved at how noah was n't behaving like a possessed baby as she had feared .
591,"`` thank god he loves his baths , '' aidan muttered beside pesh ."
592,"once the baptism part was finished , the priest made a final talk , and then it was over ."
593,"just as pesh sighed with relief and was looking forward to making a quick exit , aidan grabbed his arm ."
594,`` do n't go anywhere .
595,we have to do pictures . ''
596,"inwardly , he groaned ."
597,"he wanted , no he needed , a moment alone to process his thoughts ."
598,"everything had been so overwhelming-being outside his usual world , meeting all of aidan 's family , and then having the prospect of megan thrown in as well ."
599,"awkwardly , he stood around as a photographer came forward and proceeded to take several pictures of aidan , emma , and noah ."
600,then it was just aidan and noah or emma and noah .
601,"`` okay , i need the godparents now . ''"
602,pesh smoothed down his tie and allowed the photographer to pose him in the group shot .
603,"after they finished with the four of them , noah was handed to megan for pictures with just the godparents ."
604,"as the photographer pushed megan closer against pesh 's chest , he glanced down at her ."
605,her reassuring smile caused his heartbeat to accelerate .
606,"for the first time , he noticed the sweet aroma of her hair as the long , blonde strands brushed against him ."
607,he could also make out the alluring scent of her perfume .
608,he liked the feel of her against him a little too much .
609,it made him want to draw her into his embrace ... maybe do other things that he should n't be thinking when he was in a church .
610,"glancing over her shoulder at him , she joked , `` jeez , you 're like a giant standing next to me . ''"
611,`` am i ? ''
612,he had n't noticed the differences in their heights-he 'd been focusing on her too much .
613,she laughed .
614,`` just a little bit .
615,"of course , it does n't take much for someone to make me look short . ''"
616,"`` you look perfect to me , '' he said sincerely ."
617,"craning her neck back to look at him , she gave him a teasing grin ."
618,`` do i ?
619,"are you flirting with me , dr ."
620,nadeen ? ''
621,"he stared down at his feet , trying to avoid the heat of her stare ."
622,he tried to hide the red flush he felt entering his cheeks .
623,"`` okay , now just with the godmother , '' the photographer ordered ."
624,"reluctantly , pesh stepped away from megan ."
625,"as the flashes went off , snapping hers and noah 's picture , he kept his gaze on her ."
626,"as she focused on the camera , megan 's blue eyes sparkled as she stretched her face into a wide grin ."
627,"noah 's tiny fingers wrapped around some of the strands of her hair , causing megan to yelp in pain ."
628,`` easy now .
629,"i got ta keep that , '' she said to noah ."
630,"`` okay , that should get it , '' the photographer said ."
631,"`` here godfather , it 's your turn , '' megan said , as she handed noah to him ."
632,"by now , noah was tired of being held and tired of being ensconced in yards of lace ."
633,he peered up at pesh before howling .
634,"`` i 'm sorry , little guy , '' he cooed , trying to bounce noah in his arms ."
635,"as noah continued to cry , pesh looked apologetically at the photographer ."
636,"just before he was ready to give up , megan came up and started clapping her hands and making noises at noah ."
637,the baby instantly stopped crying .
638,"`` that 's right , noah ."
639,"give me a smile , '' megan urged , as she backed up to stand by the photographer ."
640,"she continued making the noises , and she even resorted to flashing one of the strands of her hair at him ."
641,"finally , noah 's quivering lips broke into a grin ."
642,"`` there we go , '' the photographer said ."
643,pesh quickly plastered a smile on his face .
644,"after several flashes went off , the photographer put down his camera ."
645,`` got it . ''
646,both noah and pesh sighed in relief .
647,"gazing down at him , pesh asked , `` bet you 're ready to get home and get out of that dress , huh ? ''"
648,"`` it 's a gown , not a dress , '' megan countered with a smile ."
649,he laughed .
650,"`` regardless of what it 's called , i do n't think he likes it very much . ''"
651,megan brought some of the lace between her fingers .
652,`` probably a little itchy for him . ''
653,`` did your son wear this gown ? ''
654,"`` no , this is aidan 's gown ."
655,"mason wore my mother 's , which my brothers and i also wore . ''"
656,`` i see . ''
657,`` in your culture do they do anything special like this for a baby ? ''
658,pesh nodded .
659,"`` we have the namakaran , or naming ceremony ."
660,it 's sometimes held in a temple .
661,"and like this , it 's all about offering blessings to the child-family and friends coming together in support of the new baby . ''"
662,`` i like it . ''
663,they were momentarily interrupted by aidan and emma walking up .
664,noah immediately reached out for emma .
665,"`` such a mama 's boy , '' aidan muttered , which earned him a glare from emma ."
666,he merely winked at her in response before starting down the aisle .
667,pesh saw megan 's mother beckoning her with a wave .
668,"`` guess you need to go , '' he said ."
669,"`` but i 'll see you at aidan and emma 's , right ? ''"
670,she asked .
671,he swallowed hard .
672,"`` um , yes , i 'll be there . ''"
673,"`` good , '' she replied , with an alluring smile ."
